trip_id,created_at,route_type,origin_center,origin_name,dest_center,dest_name,dispatch_time,delivery_time,osrm_distance_km,osrm_time_min,actual_time_min,vehicle_reg,driver_id,client,status,billed_amount
trip-153789889909785171,2018-09-25 18:08:19.098244,Carting,IND560043AAC,HBR Layout PC (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),2018-09-25 18:08:19.098244,2018-09-25 19:38:44.538694,11.9893,14.0,10.0,UK69NX5397,DRV-020,Internal,COMPLETED,39606.0
trip-153790541876069250,2018-09-25 19:56:58.760947,FTL,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND410401AAA,Lonavala_NngrgnRd_D (Maharashtra),2018-09-25 19:56:58.760947,2018-09-26 01:50:53.479443,31.2661,28.0,66.0,up54xz6139,DRV-014,Internal,COMPLETED,71655.0
trip-153739073910088779,2018-09-19 20:58:59.101148,FTL,IND573201AAB,Hassan_Pandrnga_I (Karnataka),IND573116AAA,Channaraya_patna_D (Karnataka),2018-09-19 20:58:59.101148,2018-09-19 22:45:53.962080,27.8748,21.0,34.0,UP33PG6813,DRV-016,Apex Chemicals,COMPLETED,46334.0
trip-153793334287155613,2018-09-26 03:42:22.871815,Carting,IND400072AAC,BOM_Sakinaka_RP (Maharashtra),IND400011AAA,LowerParel_CP (Maharashtra),2018-09-26 03:42:22.871815,2018-09-26 06:01:20.715398,11.7613,9.0,24.0,RJ34GX8933,DRV-046,Internal,COMPLETED,73319.0
trip-153770465774099803,2018-09-23 12:10:57.741256,Carting,IND400072AAD,Mumbai_Chndivli_PC (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-23 12:10:57.741256,2018-09-23 16:25:03.975847,14.2834,11.0,21.0,CH76PU4919,DRV-049,Internal,COMPLETED,91187.0
trip-153816164756290062,2018-09-28 19:07:27.563134,Carting,IND400072AAB,Mumbai Hub (Maharashtra),IND421302AAR,Mumbai_East_I_21 (Maharashtra),2018-09-28 19:07:27.563134,2018-09-28 20:49:49.894396,13.3995,10.0,19.0,PB42BW8144,DRV-002,Apex Chemicals,COMPLETED,88177.0
trip-153855756668984584,2018-10-03 09:06:06.690094,FTL,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND282002AAD,,2018-10-03 09:06:06.690094+05:30,2018-10-03 17:34:21.835475,27.482,19.0,32.0,UP52IC5573,DRV-052,Vertex Retail,COMPLETED,90578.0
trip-153809887902469515,2018-09-28 01:41:19.024952,FTL,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND580028AAA,Hubli_Adargchi_IP (Karnataka),2018-09-28 01:41:19.024952,2018-09-28 21:40:19.050067,24.6027,18.0,76.0,RJ45BB5786,DRV-054,Internal,COMPLETED,74678.0
trip-153675905019983481,2018-09-12 13:30:50.200095,Carting,IND110044AAB,Del_Okhla_PC (Delhi),IND131028AAB,Sonipat_Kundli_H (Haryana),2018-09-12 13:30:50.200095,2018-09-12 16:05:29.443972,9.2775,17.0,15.0,HR70ZZ3780,DRV-004,Internal,COMPLETED,43866.0
trip-153753450402245699,2018-09-21 12:55:04.022696,Carting,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND700088AAA,Kolkata_TrtllaRD_L (West Bengal),2018-09-21 12:55:04.022696,2018-09-22 02:57:57.985128,17.0125,21.0,90.0,CH-42-HD-4155,DRV-038,Internal,COMPLETED,76684.0
trip-153852408669562422,2018-10-02 23:48:06.695883,Carting,IND600016AAC,Chennai_Perungudi_DPC (Tamil Nadu),IND600119AAA,Chennai_Sholinganallur_Dc (Tamil Nadu),2018-10-02 23:48:06.695883,2018-10-03 02:18:33.351015,9.5722,9.0,15.0,HR10TK9005,DRV-051,Orion Pharma,COMPLETED,66106.0
trip-153686888183885840,2018-09-13 20:01:21.839209,Carting,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400102AAC,Mumbai_Jogshwri_I (Maharashtra),2018-09-13 20:01:21.839209,2018-09-13 22:39:03.418896,14.9175,19.0,16.0,PB19SW4978,DRV-007,Internal,COMPLETED,39085.0
trip-153731204789636839,2018-09-18 23:07:27.896639,Carting,IND403726AAB,Goa_ZuariNgr_IP (Goa),IND403401AAA,Goa_Ponda_Dc (Goa),2018-09-18 23:07:27.896639,2018-09-19 02:40:26.586782,21.1635,22.0,48.0,UK81YH8800,DRV-040,Shakti Cement,COMPLETED,77996.0
trip-153825163622980938,2018-09-29 20:07:16.230038,Carting,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND411014AAA,PNQ Vadgaon Sheri DPC (Maharashtra),2018-09-29 20:07:16.230038,2018-09-29 22:48:07.580011,11.129,14.0,18.0,HR77LN6419,DRV-047,Orion Pharma,COMPLETED,33931.0
trip-153840656812932039,2018-10-01 15:09:28.129568,FTL,IND781018AAB,Guwahati_Hub (Assam),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),2018-10-01 15:09:28.129568+05:30,2018-10-03 21:21:11.054680,22.2193,15.0,42.0,UP13DI3925,DRV-020,Apex Chemicals,COMPLETED,17591.0
trip-153842315632756323,2018-10-01 19:45:56.327818,FTL,IND515004AAA,Anantapur_KamaStrt_I (Andhra Pradesh),IND515671AAA,Dharmavram_SaiNgr_D (Andhra Pradesh),2018-10-01 19:45:56.327818,2018-10-01 22:08:46.050501,25.6838,24.0,38.0,up58vx3851,DRV-026,Internal,COMPLETED,45071.0
trip-153740881698479592,2018-09-20 02:00:16.985134,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),2018-09-20 02:00:16.985134,2018-09-20 05:23:11.887771,13.0604,15.0,21.0,HR68TS2638,DRV-005,Internal,COMPLETED,60877.0
trip-153767402418201719,2018-09-23 03:40:24.182270,Carting,IND110037AAM,Delhi_Airport_H (Delhi),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),2018-09-23 03:40:24.182270,2018-09-23 05:38:46.935534,13.9672,11.0,30.0,UK76OD5061,DRV-039,Internal,COMPLETED,12257.0
trip-153715431193348080,2018-09-17 03:18:31.933782,FTL,IND344022AAB,Balotra_BsnoiHPL_D (Rajasthan),IND344001AAA,Barmer_Nehru3PL_D (Rajasthan),2018-09-17 07:10:28.169801,2018-09-17 09:01:11.933795,26.0045,19.0,23.0,RJ-58-AM-5345,DRV-032,Internal,COMPLETED,77669.0
trip-153860669218598763,2018-10-03 22:44:52.186240,Carting,IND641607AAA,Tirupur_Koliplm_I (Tamil Nadu),IND641654AAA,Avinashi_Valluvar_D (Tamil Nadu),2018-10-03 22:44:52.186240,2018-10-04 01:02:48.156436,10.4103,9.0,15.0,CH-67-HY-8613,DRV-019,Internal,COMPLETED,64816.0
trip-153722810786572438,2018-09-17 23:48:27.866108,Carting,IND781001AAA,Guwahati_UzanBazr_DC (Assam),IND781018AAB,Guwahati_Hub (Assam),2018-09-18 03:21:25.906147,2018-09-18 05:43:20.730049,25.987,35.0,106.0,PB79EX8744,DRV-035,Orion Pharma,COMPLETED,34282.0
trip-153835412626888324,2018-10-01 00:35:26.269133,Carting,IND110043AAA,Delhi_Nangli_IP (Delhi),IND110078AAA,Janakpuri (Delhi),2018-10-01 00:35:26.269133,2018-10-01 01:51:42.443904,12.1385,16.0,16.0,CH-76-PU-4919,DRV-010,Vertex Retail,COMPLETED,52102.0
trip-153695946963594968,2018-09-14 21:11:09.636316,FTL,IND625531AAA,Theni_Rathnam_D (Tamil Nadu),IND625516AAA,Cumbum_LFRoad_D (Tamil Nadu),2018-09-15 02:21:38.654900,2018-09-15 03:47:21.630804,25.424,27.0,44.0,PB53GV5325,DRV-002,Shakti Cement,COMPLETED,46576.0
trip-153750193138928890,2018-09-21 03:52:11.389506,Carting,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560002AAA,Bengaluru_KHRoad_I (Karnataka),2018-09-21 03:52:11.389506,2018-09-21 06:20:32.122240,11.2779,13.0,57.0,UK16VU2612,DRV-022,Shakti Cement,COMPLETED,68644.0
trip-153817999901371704,2018-09-29 00:13:19.014071,Carting,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND140603AAA,Zirakpur_DC (Punjab),2018-09-29 00:13:19.014071,2018-09-29 02:36:33.429768,10.148,7.0,10.0,PB-81-RI-8019,DRV-029,Internal,COMPLETED,54923.0
trip-153859936712332299,2018-10-03 20:42:47.123593,Carting,IND641062AAD,Coimbatore_Karayam_H (Tamil Nadu),IND642126AAA,Udumalpet_Artclgrd_D (Tamil Nadu),2018-10-03 20:42:47.123593,2018-10-04 03:09:54.175043,11.2158,11.0,14.0,HR10TK9005,DRV-038,Internal,COMPLETED,62718.0
trip-153742570013687265,2018-09-20 06:41:40.137159,Carting,IND401104AAA,Mumbai_MiraRd_IP (Maharashtra),IND401208AAA,Nalasopara (Maharashtra),2018-09-20 06:41:40.137159,2018-09-20 08:20:19.280406,18.9548,14.0,29.0,UP 41 IF 2771,DRV-021,Internal,COMPLETED,76250.0
trip-153808288358245530,2018-09-27 21:14:43.582705,Carting,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-27 21:14:43.582705,2018-09-27 23:52:53.676368,14.0569,17.0,18.0,HR49VN6344,DRV-043,Internal,COMPLETED,53047.0
trip-153815998819217443,2018-09-28 18:39:48.192425,Carting,IND400072AAD,Mumbai_Chndivli_PC (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-28 18:39:48.192425,2018-09-28 22:08:42.750903,14.0219,11.0,36.0,UK16VU2612,DRV-048,Shakti Cement,COMPLETED,72353.0
trip-153774202322341596,2018-09-23 22:33:43.223644,Carting,IND686028AAB,Kottayam_Central_H_1 (Kerala),IND689101AAA,Tiruvalla_TKRoad_D (Kerala),2018-09-23 22:33:43.223644,2018-09-24 00:40:14.239441,10.6743,9.0,13.0,PB-74-TA-4257,DRV-033,Apex Chemicals,COMPLETED,47034.0
trip-153793478424611994,2018-09-26 04:06:24.246362,Carting,IND673592AAA,SultnBthry_Kollgpra_D (Kerala),IND673121AAA,Kalpetta_Ward19_D (Kerala),2018-09-26 04:06:24.246362,2018-09-26 05:34:41.557492,11.6797,11.0,21.0,HR70ZZ3780,DRV-017,Orion Pharma,COMPLETED,89173.0
trip-153681888294443026,2018-09-13 06:08:02.944725,Carting,IND302014AAB,Jaipur_Central_I_7 (Rajasthan),IND302020AAA,Jaipur_VarunCly_DC (Rajasthan),2018-09-13 06:08:02.944725,2018-09-13 07:19:48.748620,13.1254,11.0,24.0,HR 47 UT 6925,DRV-048,Vertex Retail,COMPLETED,20280.0
trip-153677105766637692,2018-09-12 16:50:57.666590,Carting,IND201007AAB,Ghaziabad_MohanNgr_C (Uttar Pradesh),IND110044AAB,Del_Okhla_PC (Delhi),2018-09-12 16:50:57.666590,2018-09-12 19:12:33.422696,20.7735,21.0,25.0,PB79EX8744,DRV-047,Vertex Retail,COMPLETED,62121.0
trip-153724184004703008,2018-09-18 03:37:20.047294,Carting,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560048AAB,Bengaluru_Hoodi_IP (Karnataka),2018-09-18 03:37:20.047294,2018-09-18 06:35:16.698074,13.0161,17.0,55.0,UK81YH8800,DRV-049,Shakti Cement,COMPLETED,58002.0
trip-153835671141576137,2018-10-01 01:18:31.416019,FTL,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),2018-10-01 01:18:31.416019,2018-10-01 04:48:38.268982,35.2476,24.0,31.0,CH81AQ4130,DRV-058,Vertex Retail,COMPLETED,33441.0
trip-153861000368799530,2018-10-03 23:40:03.688255,Carting,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND140901AAA,Chandigarh_Mullanpr_DC (Chandigarh),2018-10-03 23:40:03.688255,2018-10-04 02:39:26.621017,13.0026,13.0,17.0,PB81RI8019,DRV-025,Orion Pharma,COMPLETED,64351.0
trip-153684384795377237,2018-09-13 13:04:07.954134,FTL,IND132103AAA,Panipat (Haryana),IND131028AAB,Sonipat_Kundli_H (Haryana),2018-09-13 13:04:07.954134,2018-09-13 18:01:08.428046,26.4638,21.0,34.0,UK-33-BI-7211,DRV-011,Orion Pharma,COMPLETED,19111.0
trip-153782814118908389,2018-09-24 22:29:01.189463,Carting,IND110044AAB,Del_Okhla_PC (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-24 22:29:01.189463,2018-09-25 01:45:40.713737,14.3034,13.0,19.0,PB 74 TA 4257,DRV-003,Internal,COMPLETED,69848.0
trip-153736737424403056,2018-09-19 14:29:34.244249,Carting,IND560058AAD,Bengaluru_Peenya_L (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-19 14:29:34.244249,2018-09-19 22:23:57.482151,12.7483,19.0,38.0,CH-26-LC-5002,DRV-001,Shakti Cement,COMPLETED,39259.0
trip-153843170209485737,2018-10-01 22:08:22.095062,FTL,IND842003AAB,Jabalpur_Adhartal_IP (Madhya Pradesh),IND487001AAB,Narsinghpur_KndliDPP_D (Madhya Pradesh),2018-10-01 22:08:22.095062,2018-10-02 01:22:01.681802,26.4014,24.0,28.0,HR21SN1520,DRV-056,Apex Chemicals,COMPLETED,30609.0
trip-153722834736048396,2018-09-17 23:52:27.360849,Carting,IND630561AAA,Sivaganga_Wardno3_D (Tamil Nadu),IND623407AAA,Thiruvadanai_RamnadRD_D (Tamil Nadu),2018-09-17 23:52:27.360849,2018-09-18 01:44:41.243537,10.241700000000002,7.0,12.0,UK-29-GJ-4566,DRV-033,Internal,COMPLETED,35286.0
trip-153847438126802235,2018-10-02 09:59:41.268312,Carting,IND560060AAB,Bengaluru_Kengeri_IP (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-10-02 09:59:41.268312,2018-10-02 12:28:32.060318,13.2144,16.0,35.0,HR39BZ6168,DRV-010,Orion Pharma,COMPLETED,16952.0
trip-153744173223326815,2018-09-20 11:08:52.233516,FTL,IND796009AAA,Aizawl_HunthrVg_I (Mizoram),IND796321AAB,Champhai_AwmpiVng_D (Mizoram),2018-09-20 11:08:52.233516,2018-09-21 02:18:35.947885,186.8485,132.0,563.0,UP21YH6085,DRV-031,Apex Chemicals,COMPLETED,82641.0
trip-153788935964686391,2018-09-25 15:29:19.647336,Carting,IND000000ACK,Hyderabad_Chikdply_C (Telangana),IND501359AAF,Hyderabad_Shamshbd_P (Telangana),2018-09-25 15:29:19.647336,2018-09-25 16:52:14.522274,11.4439,9.0,19.0,PB-68-LJ-4728,DRV-011,Internal,COMPLETED,25091.0
trip-153766859495847469,2018-09-23 02:09:54.958849,Carting,IND131028AAB,Sonipat_Kundli_H (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-23 02:09:54.958849,2018-09-23 08:41:28.273933,13.9237,19.0,64.0,RJ34GX8933,DRV-027,Orion Pharma,COMPLETED,53579.0
trip-153778993543924508,2018-09-24 11:52:15.439665,Carting,IND306401AAB,Pali_Nayagaon_I (Rajasthan),IND305001AAC,Ajmer_FoySGRRD_I (Rajasthan),2018-09-24 11:52:15.439665+05:30,2018-09-24 18:06:23.051339,19.9342,18.0,37.0,HR 24 VR 5371,DRV-020,Shakti Cement,COMPLETED,32581.0
trip-153722198458025776,2018-09-17 22:06:19.402734,FTL,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),2018-09-17 22:06:19.402734,2018-09-19 13:06:53.713481,24.8733,18.0,26.0,PB53DC7224,DRV-022,Internal,COMPLETED,30214.0
trip-153773535980602218,2018-09-23 20:42:39.806277,Carting,IND400072AAB,Mumbai Hub (Maharashtra),IND000000AFT,Mumbai_Sanpada_I (Maharashtra),2018-09-23 20:42:39.806277,2018-09-23 21:59:35.213593,12.1381,10.0,24.0,UP29HF3900,DRV-045,Vertex Retail,COMPLETED,66062.0
trip-153756398522034383,2018-09-21 21:06:25.220562,Carting,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND500008AAC,Hyderabad_Tolichwk_I (Telangana),2018-09-21 21:06:25.220562,2018-09-21T23:33:14.231297Z,16.1645,14.0,19.0,HR 10 TK 9005,DRV-036,Internal,COMPLETED,51475.0
trip-153696632994182947,2018-09-14 23:05:29.942085,FTL,IND244901AAB,Rampur_RoshnBgh_I (Uttar Pradesh),IND244301AAA,Sambhal_Khwssrai_D (Uttar Pradesh),2018-09-14 23:05:29.942085,2018-09-15 01:52:03.451331,23.2337,25.0,28.0,UK69NX5397,DRV-028,Orion Pharma,COMPLETED,48446.0
trip-153681289211382072,2018-09-13 04:28:12.114271,Carting,IND421302AAR,Mumbai_East_I_21 (Maharashtra),IND421004AAA,Mumbai_Ulhasngr_DC (Maharashtra),2018-09-13 04:28:12.114271,2018-09-13 06:18:02.030471,11.7333,9.0,28.0,UK76OD5061,DRV-028,Shakti Cement,COMPLETED,48778.0
trip-153698823122826668,2018-09-15 05:10:31.228516,Carting,IND560058AAB,Bengaluru_Peenya_IP (Karnataka),IND560060AAB,Bengaluru_Kengeri_IP (Karnataka),2018-09-15 05:10:31.228516,2018-09-15 05:46:33.664173,10.1543,13.0,19.0,HR49VN6344,DRV-027,Apex Chemicals,COMPLETED,94960.0
trip-153791341220571147,2018-09-25 22:10:12.206101,FTL,IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),IND845412AAB,Chakia_Wardno10_D (Bihar),2018-09-25 22:10:12.206101,2018-09-26 00:31:27.533902,24.5121,17.0,38.0,hr14ls3426,DRV-009,Vertex Retail,COMPLETED,92775.0
trip-153679143932640499,2018-09-12 22:30:39.326635,FTL,IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),IND845401AAA,Motihari_RajaBzr_D (Bihar),2018-09-12 22:30:39.326635,2018-09-13 01:55:49.747805,38.1304,29.0,49.0,pb43vc3573,DRV-011,Shakti Cement,COMPLETED,51781.0
trip-153842504047760318,2018-10-01 20:17:20.477842,Carting,IND700088AAA,Kolkata_TrtllaRD_L (West Bengal),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),2018-10-01 20:17:20.477842,2018-10-02 07:11:57.946344,12.3151,9.0,41.0,UP29WG2052,DRV-006,Apex Chemicals,COMPLETED,55949.0
trip-153688807681291856,2018-09-14 01:21:16.813146,Carting,IND700026AAC,CCU_Lake Avenue_DPC (West Bengal),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),2018-09-14 01:21:16.813146,2018-09-14 05:16:53.885935,13.0317,10.0,20.0,uk76od5061,DRV-050,Orion Pharma,COMPLETED,93947.0
trip-153755633924688213,2018-09-21 18:58:59.247269,FTL,IND000000ACT,Delhi_Gateway_HB (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-21 18:58:59.247269,2018-09-22 03:26:56.295330,25.0395,26.0,64.0,HR14LS3426,DRV-013,Vertex Retail,COMPLETED,84375.0
trip-153748215777369887,2018-09-20 22:22:37.773944,Carting,IND560300AAB,Bangalore_East_I_20 (Karnataka),IND563101AAB,Kolar_Ambedkar_D (Karnataka),2018-09-20 22:22:37.773944,2018-09-21 01:13:47.850722,12.9308,10.0,10.0,HR-55-GV-5088,DRV-048,Internal,COMPLETED,37238.0
trip-153819057730998867,2018-09-29 03:09:37.310234,FTL,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND712410AAC,Tarkeshwar_Naraynpr_D (West Bengal),2018-09-29 03:09:37.310234,2018-09-29 06:36:25.762952,48.2193,42.0,136.0,RJ68AX5315,DRV-041,Orion Pharma,COMPLETED,35598.0
trip-153858496572996310,2018-10-03 16:42:45.730210,FTL,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-10-03 16:42:45.730210,2018-10-04 07:11:39.839218,22.587,24.0,57.0,hr24vr5371,DRV-042,Internal,COMPLETED,13578.0
trip-153678278319262742,2018-09-12 20:06:23.192848,Carting,IND401104AAA,Mumbai_MiraRd_IP (Maharashtra),IND400072AAB,Mumbai Hub (Maharashtra),2018-09-12 20:06:23.192848,2018-09-12 21:23:38.808156,11.802700000000002,10.0,26.0,HR16SP9238,DRV-058,Shakti Cement,COMPLETED,90972.0
trip-153702942385693435,2018-09-15 16:37:03.857199,Carting,IND400705AAA,Mumbai_Sanpada_CP (Maharashtra),IND421302AAH,Bhiwandi_Mankoli_GW (Maharashtra),2018-09-15 16:37:03.857199,2018-09-15 19:34:03.570104,15.2127,15.0,37.0,UP86CM7252,DRV-056,Shakti Cement,COMPLETED,44523.0
trip-153779228813052637,2018-09-24 12:31:28.130829,Carting,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND000000AFT,Mumbai_Sanpada_I (Maharashtra),2018-09-24 12:31:28.130829+05:30,2018-09-24 20:31:03.118795,22.8732,20.0,175.0,up54xz6139,DRV-003,Internal,COMPLETED,32432.0
trip-153696655195840225,2018-09-14 23:09:11.958670,Carting,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND131028AAB,Sonipat_Kundli_H (Haryana),2018-09-14 23:09:11.958670,2018-09-15 04:43:00.622992,16.047,16.0,33.0,PB 43 VC 3573,DRV-046,Orion Pharma,COMPLETED,67706.0
trip-153672880926533564,2018-09-12 05:06:49.265634,Carting,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560058AAD,Bengaluru_Peenya_L (Karnataka),2018-09-12 05:06:49.265634,2018-09-12 09:03:58.076672,16.2574,20.0,33.0,UK76OD5061,DRV-053,Internal,COMPLETED,27687.0
trip-153766467668577926,2018-09-23 01:04:36.686036,Carting,IND110037AAK,Delhi_Kapshera_L (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-23 01:04:36.686036,2018-09-23 04:44:24.237235,13.4745,13.0,15.0,HR-79-ZT-4613,DRV-032,Orion Pharma,COMPLETED,15390.0
trip-153730396608375917,2018-09-18 20:52:46.084199,Carting,IND400072AAB,Mumbai Hub (Maharashtra),IND000000AFT,Mumbai_Sanpada_I (Maharashtra),2018-09-18 20:52:46.084199,2018-09-18 21:57:13.436238,12.7967,10.0,22.0,UK12XR1853,DRV-050,Apex Chemicals,COMPLETED,17377.0
trip-153805652998098574,2018-09-27 13:55:29.981382,FTL,IND313001AAB,Udaipur_Mangri_I (Rajasthan),IND327001AAB,Banswara_KhandDPP_D (Rajasthan),2018-09-27 13:55:29.981382,2018-09-28 00:15:26.492178,25.0319,18.0,36.0,PB43VC3573,DRV-012,Vertex Retail,COMPLETED,71401.0
trip-153706904254982580,2018-09-16 03:37:22.550082,Carting,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560043AAC,HBR Layout PC (Karnataka),2018-09-16 03:37:22.550082,2018-09-16 05:12:52.756358,13.1948,14.0,29.0,up41if2771,DRV-031,Apex Chemicals,COMPLETED,59938.0
trip-153834297095359985,2018-09-30 21:29:30.953861,Carting,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND131028AAB,Sonipat_Kundli_H (Haryana),2018-09-30 21:29:30.953861,2018-10-01 03:59:33.242245,12.576,12.0,34.0,UP52IC5573,DRV-003,Vertex Retail,COMPLETED,26927.0
trip-153714350873324707,2018-09-17 00:18:28.733630,Carting,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND140603AAA,Zirakpur_DC (Punjab),2018-09-17 00:18:28.733630,2018-09-17 02:03:46.789718,10.0115,7.0,11.0,CH42HD4155,DRV-025,Internal,COMPLETED,19232.0
trip-153832632062299688,2018-09-30 16:52:00.623219,FTL,IND302014AAA,Jaipur_Hub (Rajasthan),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-30 16:52:00.623219,2018-10-01 00:17:30.910297,25.0962,25.0,33.0,RJ57LG5374,DRV-001,Shakti Cement,COMPLETED,50721.0
trip-153713164730139735,2018-09-16 21:00:47.301628,FTL,IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),IND845412AAB,Chakia_Wardno10_D (Bihar),2018-09-16 21:00:47.301628,2018-09-16 22:52:33.618465,23.96,16.0,39.0,UK-29-GJ-4566,DRV-026,Vertex Retail,COMPLETED,76330.0
trip-153725327168300806,2018-09-18 06:47:51.683257,Carting,IND110037AAM,Delhi_Airport_H (Delhi),IND110035AAC,Delhi_North_R_8 (Delhi),2018-09-18 06:47:51.683257,2018-09-18 12:04:43.064216,11.7702,12.0,30.0,PB-18-BK-2160,DRV-051,Vertex Retail,COMPLETED,29608.0
trip-153793773053856692,2018-09-26 04:55:30.538813,Carting,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND380054AAA,AMD_Memnagar (Gujarat),2018-09-26 04:55:30.538813,2018-09-26 07:27:49.004122,12.9575,13.0,30.0,UP86CM7252,DRV-012,Apex Chemicals,COMPLETED,51386.0
trip-153805391784007900,2018-09-27 13:11:57.840326,Carting,IND221313AAA,Varanasi_Central_H_4 (Uttar Pradesh),IND232101AAB,MughalSarai_Central_D_2 (Uttar Pradesh),2018-09-27 13:11:57.840326,2018-09-28 01:02:37.553751,11.795,8.0,14.0,HR 53 AN 9031,DRV-013,Orion Pharma,COMPLETED,79616.0
trip-153703961432889831,2018-09-15 19:26:54.329177,FTL,IND518002AAA,Kurnool_AbbasNgr_I (Andhra Pradesh),IND518501AAA,Nandyal_SrnvsNgr_D (Andhra Pradesh),2018-09-15 19:26:54.329177,2018-09-16 00:29:35.022008,27.6245,22.0,28.0,up33pg6813,DRV-003,Apex Chemicals,COMPLETED,68088.0
trip-153743597515730301,2018-09-20 09:32:55.157581,Carting,IND121002AAB,Faridabad_Mthurard_L (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-20 09:32:55.157581,2018-09-20 21:59:05.074780,9.6537,10.0,14.0,DL82GO5198,DRV-041,Apex Chemicals,COMPLETED,81550.0
trip-153785083911847873,2018-09-25 04:47:19.118751,FTL,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),2018-09-25 04:47:19.118751,2018-09-27 04:09:55.819341,24.801,19.0,30.0,RJ43DD3546,DRV-048,Orion Pharma,COMPLETED,69024.0
trip-153729543291196073,2018-09-18 18:30:32.912386,Carting,IND110052AAA,Delhi_Wazirpur_L (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-18 18:30:32.912386,2018-09-18 22:21:07.496671,13.8373,13.0,19.0,DL-11-SJ-8690,DRV-030,Internal,COMPLETED,67403.0
trip-153710040165781209,2018-09-16 12:20:01.658101,Carting,IND600016AAB,Chennai_Alandur_C (Tamil Nadu),IND600044AAC,Chennai_Chrompet_PC (Tamil Nadu),2018-09-16 12:20:01.658101,2018-09-16 15:05:42.005275,11.9712,11.0,27.0,CH26LC5002,DRV-018,Internal,COMPLETED,82005.0
trip-153679191516359072,2018-09-12 22:38:35.163881,Carting,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND380005AAA,Amd_Chandkheda_Dc (Gujarat),2018-09-12 22:38:35.163881,2018-09-13 00:53:57.345499,11.8138,11.0,16.0,HR55GV5088,DRV-003,Internal,COMPLETED,68012.0
trip-153728906748270174,2018-09-18 16:44:27.482974,FTL,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),2018-09-18 16:44:27.482974,2018-09-19 02:29:58.970812,26.3245,28.0,46.0,hr63tt4697,DRV-014,Internal,COMPLETED,91806.0
